actual_value_1,predicted_value_1,actual_value_2,predicted_value_2
1.0,0,13.0,102.40797
1.0,0,13.0,103.862465
3.0,3,14.0,105.207954
0.0,0,17.0,108.96246
2.0,0,16.0,110.80038
3.0,3,18.0,108.567024
3.0,3,31.0,103.45138
2.0,1,23.0,99.54858
2.0,3,15.0,97.86677
2.0,1,57.0,101.64257
2.0,1,65.0,100.70397
2.0,2,64.0,101.18694
2.0,1,65.0,100.84052
2.0,2,64.0,99.86107
2.0,2,81.0,97.90475
2.0,2,75.0,100.386375
2.0,2,70.0,99.098564
2.0,2,71.0,100.066086
2.0,2,83.0,102.91481
2.0,2,74.0,107.76073
2.0,2,86.0,112.701035
2.0,2,75.0,112.09817
0.0,0,72.0,96.04717
2.0,0,74.0,98.051414
3.0,0,76.0,94.19266
3.0,0,84.0,93.971054
0.0,3,81.0,93.47622
3.0,3,86.0,91.79177
0.0,3,84.0,91.78782
2.0,3,88.0,92.99879
3.0,3,91.0,93.0568
2.0,3,102.0,93.44349
2.0,1,121.0,94.76356
0.0,3,132.0,94.29052
2.0,3,163.0,94.80209
3.0,3,175.0,93.84613
3.0,3,190.0,94.97678
3.0,1,203.0,98.639275
3.0,1,205.0,98.47779
0.0,3,217.0,99.31874
0.0,0,241.0,99.81757
1.0,1,226.0,102.88989
1.0,1,225.0,105.188065
1.0,1,205.0,104.114555
3.0,3,213.0,103.36817
3.0,3,229.0,107.35955
3.0,0,217.0,109.20229
2.0,0,218.0,106.126915
3.0,3,128.0,104.20786
1.0,1,88.0,107.79749
1.0,1,20.0,107.01702
1.0,1,16.0,110.66192
1.0,1,6.0,111.264626
1.0,1,12.0,109.31078
3.0,3,20.0,98.86419
0.0,1,26.0,99.00006
0.0,1,16.0,100.19668
0.0,1,16.0,102.86587
2.0,1,16.0,96.61637
2.0,1,12.0,96.31678
2.0,0,17.0,96.10558
2.0,0,17.0,97.88006
2.0,1,25.0,95.5875
2.0,1,39.0,92.04428
2.0,2,54.0,92.32304
2.0,2,123.0,93.98339
2.0,2,142.0,96.17191
2.0,2,157.0,102.3702
2.0,2,190.0,109.17794
2.0,2,137.0,113.84493
2.0,2,469.0,111.97964
2.0,2,344.0,112.60471
2.0,2,281.0,109.39512
3.0,3,209.0,98.95119
0.0,3,150.0,100.74814
1.0,3,138.0,100.51223
1.0,1,133.0,98.63943
1.0,1,130.0,94.70065
1.0,1,143.0,92.014244
1.0,1,103.0,92.3771
1.0,1,81.0,91.71033
3.0,3,70.0,88.63696
1.0,0,81.0,93.568245
3.0,3,117.0,96.72416
2.0,2,130.0,99.708
2.0,2,146.0,101.71299
3.0,3,144.0,104.79029
3.0,2,147.0,105.41929
3.0,2,140.0,107.82157
3.0,2,148.0,107.10403
3.0,2,155.0,109.43275
3.0,2,167.0,112.47527
3.0,3,180.0,115.0976
0.0,3,183.0,111.64938
3.0,3,181.0,112.57682
1.0,3,172.0,110.12783
1.0,3,167.0,110.717064
1.0,1,171.0,109.67014
1.0,1,179.0,112.40145
1.0,1,175.0,111.15661
1.0,1,190.0,110.4466
1.0,1,189.0,109.993645
1.0,1,187.0,107.82441
1.0,1,178.0,107.91862
0.0,3,184.0,99.17567
3.0,0,152.0,102.5818
3.0,3,124.0,104.89149
2.0,3,163.0,105.85662
2.0,1,143.0,105.859955
2.0,1,127.0,104.283806
2.0,1,109.0,104.3129
2.0,1,120.0,105.03207
2.0,1,135.0,106.62493
2.0,2,118.0,108.100914
2.0,2,132.0,109.63336
2.0,2,141.0,109.35528
2.0,1,144.0,106.29191
2.0,1,141.0,113.12734
2.0,2,144.0,115.39161
2.0,1,159.0,119.23625
2.0,1,163.0,123.576164
2.0,1,174.0,128.74281
3.0,3,164.0,107.888985
1.0,1,171.0,109.80092
1.0,1,162.0,105.52077
1.0,1,152.0,102.953316
1.0,1,141.0,99.92312
1.0,1,66.0,101.488846
1.0,1,22.0,104.00586
1.0,1,15.0,109.80021
1.0,1,13.0,113.24974
1.0,1,13.0,109.165565
1.0,1,12.0,102.799034
1.0,1,13.0,99.39112
1.0,1,10.0,96.72068
1.0,1,9.0,100.095276
0.0,0,8.0,88.939606
0.0,1,9.0,89.75376
0.0,1,7.0,88.81869
0.0,0,9.0,93.59438
0.0,1,8.0,93.953316
0.0,1,10.0,96.62733
0.0,1,8.0,98.859825
0.0,1,10.0,99.48727
3.0,3,9.0,95.89702
1.0,1,6.0,98.61559
1.0,1,6.0,100.31006
1.0,1,7.0,101.43345
1.0,1,5.0,102.00385
1.0,1,6.0,104.20506
1.0,1,6.0,106.386024
1.0,1,4.0,105.09579
1.0,1,4.0,101.63879
1.0,1,6.0,103.07827
1.0,1,6.0,102.55564
1.0,1,6.0,100.197044
1.0,1,4.0,99.167366
1.0,1,6.0,101.07367
1.0,1,6.0,101.19582
1.0,1,6.0,97.684105
1.0,1,6.0,95.25362
1.0,1,11.0,94.68741
0.0,1,11.0,85.49308
0.0,1,13.0,85.49221
1.0,1,16.0,85.17495
1.0,1,3.0,87.27527
1.0,1,7.0,90.753525
1.0,1,6.0,95.14156
1.0,1,6.0,98.21914
1.0,1,6.0,98.0689
1.0,1,6.0,98.058846
1.0,1,7.0,95.86652
1.0,1,10.0,92.574486
1.0,1,10.0,90.64173
1.0,1,9.0,88.05386
1.0,1,12.0,89.83422
1.0,1,12.0,89.784065
1.0,1,11.0,88.73243
1.0,1,10.0,87.38889
1.0,1,6.0,102.00922
1.0,1,8.0,103.457016
2.0,1,7.0,96.811745
2.0,1,18.0,94.1417
0.0,3,17.0,91.313194
2.0,3,50.0,93.94228
2.0,2,71.0,92.76452
2.0,2,91.0,89.14406
2.0,1,109.0,88.205986
0.0,3,126.0,91.09697
2.0,2,104.0,94.37282
2.0,2,80.0,96.19136
3.0,3,69.0,98.51067
2.0,3,62.0,96.78216
3.0,3,73.0,95.75303
3.0,3,115.0,96.3907
3.0,0,155.0,96.68569
0.0,0,148.0,98.4341
0.0,0,114.0,98.819496
3.0,3,94.0,98.573074
3.0,3,117.0,96.24288
3.0,2,118.0,97.51739
3.0,2,116.0,94.043144
3.0,2,96.0,92.79032
2.0,2,96.0,92.03591
2.0,2,102.0,91.23971
2.0,2,99.0,90.44546
2.0,2,104.0,90.52924
2.0,2,101.0,90.66882
2.0,2,92.0,91.479774
2.0,2,76.0,93.740036
2.0,2,90.0,96.763504
2.0,2,111.0,100.7948
0.0,0,125.0,94.79241
0.0,1,139.0,99.4602
3.0,3,151.0,97.08245
2.0,1,204.0,94.7474
3.0,0,203.0,93.09821
1.0,1,200.0,92.328606
1.0,1,187.0,94.594376
3.0,3,168.0,93.84556
3.0,1,158.0,93.35525
0.0,1,155.0,93.15052
1.0,1,154.0,94.38313
1.0,1,146.0,96.0797
1.0,1,150.0,95.628365
3.0,0,136.0,96.62292
3.0,0,130.0,95.67802
3.0,0,122.0,95.3171
3.0,2,125.0,93.40125
2.0,2,121.0,93.716194
2.0,2,108.0,94.77727
3.0,2,102.0,94.64728
3.0,2,118.0,95.56976
2.0,3,130.0,99.04058
2.0,2,155.0,100.30208
2.0,2,131.0,99.97215
2.0,2,93.0,99.42065
2.0,2,91.0,97.90781
2.0,2,86.0,98.63815
2.0,2,101.0,97.958244
2.0,2,105.0,97.8503
2.0,2,110.0,96.66061
2.0,2,112.0,97.85366
2.0,2,119.0,95.514824
2.0,2,100.0,95.34167
2.0,2,105.0,95.40679
2.0,2,105.0,96.43749
2.0,2,112.0,98.11976
2.0,2,107.0,99.980415
2.0,2,94.0,99.87534
2.0,2,84.0,99.38676
2.0,2,89.0,98.60909
2.0,2,90.0,97.72123
2.0,2,98.0,96.142685
2.0,2,100.0,95.6482
2.0,2,109.0,94.207825
2.0,2,107.0,93.50519
2.0,1,107.0,92.80044
2.0,1,106.0,92.29877
2.0,1,108.0,91.731384
2.0,1,109.0,91.43067
2.0,1,106.0,91.15664
2.0,1,95.0,90.675385
2.0,2,94.0,90.32221
2.0,2,88.0,90.852745
3.0,3,115.0,80.48977
3.0,2,133.0,86.39957
0.0,2,132.0,89.344864
0.0,2,147.0,91.53565
1.0,2,147.0,90.54658
1.0,1,146.0,90.32449
0.0,1,79.0,89.83053
1.0,1,38.0,94.371544
1.0,1,20.0,96.20792
0.0,1,14.0,98.04686
1.0,1,10.0,98.59566
0.0,1,6.0,99.586876
1.0,1,9.0,98.640144
1.0,1,7.0,100.88538
1.0,1,10.0,99.46846
1.0,1,8.0,99.086296
1.0,1,7.0,98.980286
1.0,1,14.0,104.85374
1.0,1,10.0,108.22256
1.0,1,6.0,107.40912
1.0,1,9.0,99.64428
1.0,1,13.0,95.07505
1.0,1,9.0,92.48553
1.0,1,10.0,93.06454
1.0,1,9.0,95.43958
1.0,1,10.0,93.84605
1.0,1,10.0,93.36918
1.0,1,11.0,93.59261
1.0,1,12.0,92.32374
1.0,1,16.0,92.20759
1.0,1,12.0,93.27186
1.0,1,17.0,93.55151
1.0,1,14.0,93.217476
1.0,1,14.0,92.92683
1.0,1,12.0,91.64535
1.0,1,14.0,90.97936
3.0,3,10.0,83.5357
1.0,2,11.0,87.246346
1.0,2,11.0,85.319046
1.0,2,14.0,85.60391
1.0,2,15.0,87.557686
1.0,1,26.0,87.6613
1.0,1,24.0,88.90812
1.0,1,18.0,90.74264
1.0,1,11.0,93.0954
1.0,1,12.0,95.25225
1.0,1,9.0,94.79546
1.0,1,9.0,94.47448
1.0,1,13.0,93.7481
1.0,1,9.0,95.28825
0.0,0,8.0,91.357445
1.0,0,7.0,94.3622
1.0,1,13.0,94.80836
0.0,0,13.0,95.96086
0.0,1,22.0,94.97021
1.0,1,10.0,92.14886
1.0,1,18.0,91.36103
2.0,2,20.0,92.08203
2.0,2,20.0,94.21491
2.0,2,26.0,95.19645
2.0,2,24.0,97.35193
2.0,2,25.0,98.2399
2.0,2,34.0,98.7651
2.0,2,42.0,104.55951
2.0,2,47.0,107.062126
3.0,3,53.0,96.85711
3.0,2,64.0,97.53536
2.0,2,65.0,97.90713
3.0,3,66.0,95.48649
2.0,0,76.0,95.76334
0.0,0,83.0,94.37863
3.0,0,120.0,91.868
3.0,1,121.0,91.93321
1.0,1,111.0,95.38321
1.0,1,112.0,96.14025
1.0,1,100.0,93.76734
1.0,1,84.0,92.30897
1.0,1,66.0,90.98997
1.0,1,64.0,91.688576
3.0,3,73.0,90.67059
3.0,3,90.0,93.34744
2.0,3,103.0,95.9535
3.0,3,126.0,95.49746
2.0,2,146.0,93.12576
2.0,2,143.0,91.72868
2.0,2,135.0,90.47348
2.0,2,188.0,91.54203
2.0,2,221.0,92.25592
3.0,3,203.0,89.51316
3.0,2,204.0,96.33811
0.0,2,184.0,98.32792
3.0,3,177.0,98.00767
0.0,0,220.0,99.143135
0.0,0,268.0,99.55627
1.0,1,255.0,99.94768
1.0,1,241.0,98.2575
1.0,1,181.0,99.64592
1.0,1,146.0,100.21697
1.0,1,141.0,97.926125
1.0,1,136.0,97.01444
1.0,1,124.0,94.46851
0.0,0,87.0,91.16065
0.0,0,66.0,94.25489
0.0,0,44.0,97.98316
0.0,0,36.0,98.4375
2.0,0,39.0,85.97799
2.0,0,55.0,86.62929
3.0,2,114.0,91.063354
2.0,2,100.0,92.734535
2.0,2,95.0,93.93839
2.0,2,162.0,97.61588
2.0,2,237.0,104.90644
2.0,2,229.0,106.91518
2.0,2,175.0,108.50815
2.0,2,150.0,113.851295
2.0,2,145.0,115.93165
2.0,2,268.0,115.65648
2.0,2,237.0,110.927986
2.0,2,208.0,109.745735
2.0,2,193.0,108.24415
2.0,2,175.0,104.823555
2.0,2,160.0,101.60541
2.0,1,176.0,99.14169
2.0,1,181.0,95.406975
2.0,1,185.0,93.78473
2.0,1,198.0,93.29311
2.0,1,205.0,95.19044
2.0,1,206.0,95.37524
2.0,2,214.0,94.77503
2.0,2,214.0,93.452576
2.0,2,204.0,93.7985
2.0,2,208.0,95.161354
2.0,1,200.0,94.10908
2.0,2,197.0,93.79675
2.0,2,220.0,93.07898
3.0,3,236.0,85.14181
0.0,2,239.0,89.409325
0.0,2,250.0,93.319084
0.0,2,243.0,93.32781
0.0,2,251.0,94.41806
0.0,2,263.0,95.07246
3.0,3,262.0,95.627174
0.0,3,261.0,97.08285
0.0,1,276.0,99.44752
2.0,3,264.0,99.82784
1.0,3,259.0,98.994865
1.0,1,250.0,101.20876
1.0,1,235.0,101.01241
3.0,3,222.0,97.37559
0.0,3,206.0,93.94349
3.0,3,205.0,93.629
3.0,3,196.0,96.21697
3.0,3,218.0,98.16998
3.0,3,234.0,97.542
3.0,1,264.0,96.03431
2.0,3,272.0,95.47524
3.0,3,307.0,97.33085
3.0,2,323.0,95.800255
3.0,2,311.0,96.64765
3.0,1,327.0,97.44222
2.0,3,362.0,99.73771
1.0,3,487.0,101.06718
0.0,3,436.0,101.48963
3.0,3,436.0,100.303734
1.0,3,579.0,99.57514
3.0,3,649.0,100.94776
1.0,1,457.0,101.536446
1.0,1,466.0,101.81432
1.0,1,408.0,100.9364
1.0,1,344.0,98.05567
1.0,1,322.0,97.09291
1.0,1,287.0,98.92451
0.0,3,319.0,94.685844
3.0,3,282.0,93.631134
1.0,2,277.0,93.96595
2.0,2,277.0,95.253426
2.0,2,279.0,96.027214
2.0,2,327.0,94.76772
2.0,2,348.0,94.623436
2.0,2,418.0,94.71974
3.0,3,423.0,94.05399
2.0,2,366.0,96.22352
3.0,3,338.0,98.55897
3.0,3,347.0,99.95252
3.0,1,336.0,102.46762
3.0,1,351.0,105.51621
3.0,1,353.0,103.798416
1.0,0,375.0,101.62787
1.0,0,382.0,103.98971
1.0,2,393.0,104.68176
1.0,1,388.0,103.9018
1.0,1,376.0,101.03497
1.0,1,382.0,97.15983
1.0,1,362.0,94.80592
1.0,1,345.0,91.94695
1.0,1,328.0,90.1769
1.0,1,323.0,90.508125
1.0,1,297.0,91.09417
1.0,1,280.0,94.71516
2.0,0,267.0,90.73867
3.0,3,259.0,98.21308
3.0,0,177.0,98.224915
2.0,0,161.0,94.1385
2.0,2,120.0,87.1334
2.0,2,185.0,87.54587
2.0,2,211.0,90.41826
2.0,2,169.0,92.855034
2.0,2,242.0,96.28903
2.0,2,247.0,102.81891
2.0,2,238.0,107.56131
2.0,2,225.0,107.99853
2.0,2,216.0,104.847374
3.0,3,165.0,97.16388
2.0,2,142.0,100.53724
2.0,2,136.0,99.19735
2.0,1,117.0,97.08164
3.0,3,119.0,96.80855
0.0,3,52.0,99.01629
1.0,1,46.0,101.551094
3.0,3,53.0,100.90773
2.0,0,67.0,99.878784
3.0,2,70.0,99.8333
2.0,1,61.0,103.986046
2.0,1,78.0,103.626526
2.0,1,88.0,106.08944
2.0,1,75.0,112.53928
2.0,1,73.0,109.92501
2.0,2,79.0,106.79274
2.0,2,67.0,100.813835
2.0,2,73.0,101.503815
2.0,2,71.0,101.6363
2.0,1,66.0,101.938934
2.0,0,66.0,102.91287
2.0,0,75.0,102.41273
2.0,1,59.0,104.11897
2.0,2,41.0,105.44662
2.0,2,45.0,107.83773
2.0,2,28.0,106.702126
2.0,2,27.0,103.31556
3.0,3,27.0,92.74108
2.0,3,46.0,97.14175
2.0,0,65.0,97.50147
2.0,0,60.0,97.808235
2.0,0,54.0,100.38378
2.0,1,63.0,101.19675
2.0,1,71.0,102.31102
2.0,1,69.0,104.088326
2.0,1,76.0,105.085594
2.0,1,82.0,106.10667
2.0,1,63.0,106.84946
2.0,1,63.0,105.34783
2.0,1,63.0,102.41154
2.0,2,64.0,103.255135
2.0,2,88.0,102.12035
3.0,3,80.0,91.353615
2.0,2,89.0,93.469925
0.0,2,93.0,97.5541
2.0,2,104.0,97.870476
2.0,3,123.0,97.792076
0.0,3,118.0,97.34438
0.0,3,116.0,98.31728
2.0,3,125.0,98.55244
1.0,3,119.0,100.313805
3.0,3,120.0,102.01513
1.0,1,122.0,105.57612
3.0,3,122.0,104.25292
3.0,1,112.0,101.94554
1.0,1,108.0,99.838806
1.0,1,103.0,97.881294
1.0,1,89.0,100.21311
1.0,1,58.0,104.96935
0.0,1,38.0,104.392204
1.0,1,19.0,103.54586
3.0,3,22.0,101.06089
0.0,0,18.0,99.397354
2.0,2,14.0,96.33874
2.0,2,16.0,92.76162
2.0,2,15.0,92.00144
2.0,2,34.0,94.40113
2.0,2,39.0,98.66093
2.0,2,89.0,102.07729
2.0,2,124.0,103.17455
2.0,2,142.0,104.07274
2.0,2,152.0,105.93052
2.0,2,156.0,109.67536
2.0,2,152.0,109.802216
2.0,2,160.0,107.4329
2.0,2,173.0,104.49445
3.0,3,174.0,90.412445
2.0,3,180.0,92.881004
2.0,2,185.0,91.31971
2.0,2,184.0,92.83568
2.0,2,190.0,91.08022
2.0,1,196.0,89.91186
2.0,1,221.0,88.31182
2.0,1,233.0,89.96134
2.0,1,240.0,93.80376
2.0,2,273.0,98.54835
2.0,2,327.0,100.757225
2.0,2,347.0,102.56059
2.0,2,384.0,100.55158
2.0,2,392.0,103.845085
2.0,2,400.0,103.14828
0.0,3,394.0,95.202415
3.0,3,448.0,99.960526
2.0,2,424.0,104.25783
3.0,3,400.0,102.88708
3.0,3,398.0,98.35404
3.0,3,383.0,96.34116
3.0,1,357.0,95.37728
3.0,1,367.0,93.95379
2.0,3,335.0,93.6721
1.0,1,313.0,93.55123
3.0,1,328.0,93.45188
1.0,1,324.0,94.30866
1.0,1,305.0,97.22185
1.0,1,268.0,96.305336
1.0,1,247.0,95.45161
3.0,3,267.0,93.52026
1.0,3,334.0,96.63531
3.0,3,328.0,98.67008
0.0,2,327.0,99.26046
2.0,3,326.0,100.510765
3.0,3,309.0,101.21938
2.0,3,321.0,101.13233
3.0,3,340.0,101.852104
3.0,1,346.0,101.19807
0.0,3,330.0,100.56315
1.0,1,340.0,100.50539
3.0,3,353.0,98.72297
1.0,3,384.0,99.405266
1.0,3,383.0,102.88189
1.0,1,399.0,101.47613
1.0,1,340.0,100.03617
